City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Valparaiso,CL,-33.0393,-71.6273,64.63,66,0,9.22,clear sky
456,Tarskoye,RU,42.967,44.7711,40.66,71,11,4.81,few clouds
457,Teahupoo,PF,-17.8333,-149.2667,78.76,74,18,14.0,few clouds
458,Huancavelica,PE,-12.7667,-74.9833,54.91,42,13,11.9,few clouds
459,Ndele,CF,8.4109,20.6473,86.76,40,97,1.95,overcast clouds
460,Vryburg,ZA,-26.9566,24.7284,60.48,82,90,6.24,light rain
461,Businga,CD,3.3333,20.8833,74.84,79,68,3.31,broken clouds
462,Cairns,AU,-16.9167,145.7667,71.55,88,100,8.05,overcast clouds
463,Vaitape,PF,-16.5167,-151.75,81.86,72,4,15.41,light rain
464,Kudahuvadhoo,MV,2.6708,72.8944,83.32,77,87,8.66,overcast clouds
465,Shuangcheng,CN,45.35,126.2833,29.88,29,99,6.11,overcast clouds
466,Birao,CF,10.2849,22.7882,89.42,27,95,4.74,overcast clouds
467,Bucharest,RO,44.4323,26.1063,59.0,63,0,13.0,clear sky
468,Hunfeld,DE,50.6797,9.7673,44.01,73,35,4.85,scattered clouds
469,Beringovskiy,RU,63.05,179.3167,30.02,97,100,19.13,snow
470,Lumby,CA,50.2498,-118.969,50.18,36,90,4.61,overcast clouds
471,Manado,ID,1.487,124.8455,75.97,100,40,2.3,scattered clouds
472,Veracruz,MX,19.3333,-96.6667,95.54,36,2,9.98,clear sky
473,Orange Cove,US,36.6244,-119.3137,64.67,70,94,6.98,overcast clouds
474,Ilhabela,BR,-23.7781,-45.3581,71.47,75,11,8.39,few clouds
475,Horta,PT,38.5333,-28.6333,64.04,63,40,8.05,scattered clouds
476,Busayra,JO,30.7376,35.6078,60.89,7,12,0.92,few clouds
477,Bontang,ID,0.1333,117.5,75.27,90,100,1.81,heavy intensity rain
478,Kachug,RU,53.9606,105.8817,33.67,92,100,2.42,overcast clouds
479,Toora-Khem,RU,52.4675,96.11,31.95,89,56,2.59,broken clouds
480,Tual,ID,-5.6667,132.75,83.12,75,100,5.39,overcast clouds
481,Pangody,RU,65.85,74.4859,13.51,93,100,15.43,overcast clouds
482,Baghdad,IQ,33.3406,44.4009,66.11,24,0,4.61,clear sky
483,Moindou,NC,-21.6924,165.677,73.22,75,6,4.21,clear sky
484,Outlook,CA,51.5001,-107.0513,27.97,62,94,6.96,overcast clouds
485,Colwyn Bay,GB,53.2948,-3.7267,57.65,62,100,4.25,overcast clouds
486,Flinders,AU,-34.5833,150.8552,58.28,90,2,4.0,clear sky
487,Guantanamo,CU,20.1444,-75.2092,80.17,86,100,6.33,overcast clouds
488,Sept-Iles,CA,50.2001,-66.3821,42.06,72,75,19.57,broken clouds
489,Kangaatsiaq,GL,68.3065,-53.4641,11.73,85,94,1.88,overcast clouds
490,Ati,TD,13.2154,18.3353,91.4,33,98,14.16,overcast clouds
491,Lata,PT,40.1629,-8.3327,54.55,87,20,3.11,few clouds
492,Avera,US,33.194,-82.5271,71.11,75,100,8.37,overcast clouds
493,Ostrovnoy,RU,68.0531,39.5131,30.76,86,100,13.35,overcast clouds
494,Lahij,YE,13.1667,44.5833,82.08,36,1,5.77,clear sky
495,Coihaique,CL,-45.5752,-72.0662,62.55,45,0,0.0,clear sky
496,Redmond,US,47.674,-122.1215,53.6,56,100,8.01,overcast clouds
497,Hobyo,SO,5.3505,48.5268,82.89,75,56,18.14,broken clouds
498,Tessalit,ML,20.1986,1.0114,77.05,15,83,8.43,broken clouds
499,Mackay,AU,-21.15,149.2,66.18,88,9,8.05,haze
500,Quatre Cocos,MU,-20.2078,57.7625,78.91,82,24,16.67,few clouds
501,Bo Rai,TH,12.5728,102.5371,76.5,85,78,1.36,broken clouds
502,Buin,CL,-33.7333,-70.75,75.52,23,0,7.0,clear sky
503,Port Maria,JM,18.3685,-76.8895,88.05,73,42,8.63,scattered clouds
504,Petersburg,US,37.2279,-77.4019,78.58,41,40,12.66,scattered clouds
505,Ust-Maya,RU,60.4167,134.5333,7.0,98,78,0.78,broken clouds
506,Isla Vista,US,34.4133,-119.861,68.77,78,75,14.97,broken clouds
507,Klyuchevskiy,RU,53.5317,119.4519,15.76,75,12,4.32,few clouds
508,Dauphin,CA,51.1494,-100.0502,26.74,50,0,3.44,clear sky
509,Weihai,CN,37.5017,122.1136,50.02,38,0,8.99,clear sky
510,Callaway,US,30.153,-85.5699,82.96,77,100,9.22,overcast clouds
511,Missao Velha,BR,-7.2497,-39.1431,88.29,62,20,5.75,few clouds
512,Shenjiamen,CN,29.9576,122.298,53.96,69,64,9.15,broken clouds
513,Krasnyy Luch,UA,48.1395,38.9371,46.85,78,100,7.72,overcast clouds
514,Cap Malheureux,MU,-19.9842,57.6142,77.47,83,11,5.99,few clouds
515,Manzhouli,CN,49.6,117.4333,30.58,52,66,4.92,broken clouds
516,Llanes,ES,43.4198,-4.7549,59.05,83,2,7.96,clear sky
517,Mount Isa,AU,-20.7333,139.5,64.17,45,2,0.0,clear sky
518,Nueve De Julio,AR,-35.4444,-60.8831,73.11,33,59,4.32,broken clouds
519,Denizli,TR,37.8402,29.0698,63.95,36,46,1.9,scattered clouds
520,Naustdal,NO,61.509,5.7168,48.79,98,100,4.43,overcast clouds
521,Zhezkazgan,KZ,47.8043,67.7144,56.14,73,21,19.44,few clouds
522,Marshfield,US,44.6689,-90.1718,35.19,51,100,21.85,overcast clouds
523,Klaksvik,FO,62.2266,-6.589,49.12,90,100,22.26,overcast clouds
524,Walvis Bay,NA,-22.9575,14.5053,56.35,94,2,3.44,clear sky
525,Murmashi,RU,68.8154,32.8115,41.41,48,0,6.71,clear sky
526,Pandan,PH,14.0453,124.1694,77.29,87,97,8.46,overcast clouds
527,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,20,13.8,few clouds
528,Jarocin,PL,51.9727,17.5026,38.8,66,64,6.62,broken clouds
529,Beian,NO,63.6559,9.5683,44.01,81,0,5.75,clear sky
530,Tukrah,LY,32.5341,20.5791,67.19,66,100,9.37,overcast clouds
531,Colares,PT,38.7992,-9.4469,65.39,70,20,13.0,few clouds
532,Williston,US,48.147,-103.618,32.04,61,49,3.0,scattered clouds
533,Laguna,US,38.421,-121.4238,66.29,76,40,14.97,mist
534,Pineville,US,31.3224,-92.4343,82.29,73,100,6.91,overcast clouds
535,Mogadishu,SO,2.0371,45.3438,82.63,81,100,14.94,overcast clouds
536,Namatanai,PG,-3.6667,152.4333,78.91,82,97,3.51,overcast clouds
537,Manjakandriana,MG,-18.9167,47.8,62.29,94,100,5.03,overcast clouds
538,Rorvik,NO,64.8621,11.2373,42.51,86,83,11.43,broken clouds
539,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.75,26,0,6.91,clear sky
540,Quepos,CR,9.4236,-84.1652,84.7,72,99,5.03,overcast clouds
541,Sidi Ali,DZ,36.0998,0.4206,56.77,71,0,4.99,clear sky
542,Iskateley,RU,67.6803,53.1512,6.26,100,94,2.98,overcast clouds
543,Lebanon,US,36.2081,-86.2911,71.46,72,0,5.75,clear sky
544,Abnub,EG,27.2696,31.1511,86.22,11,0,3.78,clear sky
545,Saldanha,ZA,-33.0117,17.9442,64.45,58,0,11.39,clear sky
546,Yueyang,CN,29.3333,113.0919,51.67,84,100,1.61,overcast clouds
547,Diffa,NE,13.3154,12.6113,92.35,23,8,3.33,clear sky
548,Laguna De Perlas,NI,12.3429,-83.6712,86.09,62,98,10.98,overcast clouds
549,Nenjiang,CN,49.1833,125.2167,29.64,54,8,7.49,clear sky
550,Huntsville,US,34.7304,-86.5861,70.95,80,20,4.61,few clouds
551,Constitucion,CL,-35.3333,-72.4167,62.73,62,1,9.15,clear sky
552,Tonekabon,IR,36.8163,50.8738,53.55,81,83,3.38,light rain
553,Cachoeiras De Macacu,BR,-22.4625,-42.6531,69.3,90,59,3.22,broken clouds
554,Trairi,BR,-3.2778,-39.2689,80.28,82,100,6.08,overcast clouds
555,Lavumisa,SZ,-27.31,31.892,61.92,88,100,6.98,light rain
556,Kuito,AO,-12.3833,16.9333,59.92,94,56,1.48,light rain
557,Ouallam,NE,14.3188,2.0866,92.07,28,99,8.66,overcast clouds
558,Neryungri,RU,56.6709,124.6491,1.98,99,99,2.13,overcast clouds
559,Sumbe,AO,-11.2061,13.8437,77.45,89,99,7.61,overcast clouds
560,Broken Hill,AU,-31.95,141.4333,62.31,48,0,10.36,clear sky
561,Moroto,UG,2.5345,34.6666,65.88,87,100,3.29,light rain
562,Siniscola,IT,40.5719,9.6922,56.75,54,6,5.17,clear sky
563,La Orilla,MX,17.9833,-102.2333,83.73,53,32,11.12,scattered clouds
564,Paracelis,PH,17.2667,121.4667,72.19,89,100,3.51,overcast clouds
565,Nagato,JP,34.3833,131.2,44.2,63,100,3.06,overcast clouds
566,Aswan,EG,24.0934,32.907,92.5,9,0,5.75,clear sky
567,Alihe,CN,50.5667,123.7167,24.98,62,6,4.27,clear sky
568,Qui Nhon,VN,13.7667,109.2333,74.89,91,13,3.62,few clouds
569,Zolotukhino,RU,52.0842,36.3772,46.47,94,100,7.18,overcast clouds
570,Taganak,PH,6.0833,118.3,80.74,74,60,5.82,broken clouds
571,Alta Floresta,BR,-9.8756,-56.0861,78.62,89,40,11.5,scattered clouds
572,Sistranda,NO,63.7256,8.834,42.76,86,99,7.09,overcast clouds
573,Rethimnon,GR,35.3647,24.4714,60.42,41,99,5.75,overcast clouds
574,Okakarara,NA,-20.5833,17.4333,68.79,38,21,6.46,few clouds
575,Sobolevo,RU,54.4299,31.8996,34.84,88,100,15.43,overcast clouds
576,Wajir,KE,1.7471,40.0573,88.7,45,97,19.22,overcast clouds
577,Gizo,SB,-8.103,156.8419,81.43,76,100,7.74,light rain
578,Boa Vista,BR,2.8197,-60.6733,93.18,43,40,13.8,scattered clouds
579,Aksarka,RU,66.5606,67.7975,5.99,98,96,1.81,overcast clouds
580,Leshukonskoye,RU,64.8989,45.7622,20.8,94,30,4.56,scattered clouds
581,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.42,73,67,2.19,broken clouds
582,Kaposvar,HU,46.3667,17.8,43.21,85,100,12.75,overcast clouds
583,Alta,NO,69.9689,23.2717,44.19,69,75,14.97,broken clouds
584,Ibra,OM,22.6906,58.5334,83.03,25,6,0.76,clear sky
585,Eregli,TR,37.5133,34.0467,56.84,37,46,5.61,scattered clouds
586,Sidrolandia,BR,-20.9319,-54.9614,76.69,42,0,7.58,clear sky
587,Kokoda,PG,-8.8785,147.7407,73.87,95,99,1.03,overcast clouds
588,Kalmunai,LK,7.4167,81.8167,79.5,86,78,10.27,broken clouds
589,Livingston,GB,55.9029,-3.5226,55.27,77,40,5.75,scattered clouds
590,Tocopilla,CL,-22.092,-70.1979,67.3,66,15,9.53,few clouds
591,Gouyave,GD,12.1646,-61.7296,83.17,74,40,24.16,scattered clouds
592,Moa,CU,20.6569,-74.9403,77.86,80,100,4.07,overcast clouds
593,Lakes Entrance,AU,-37.8811,147.981,58.06,69,93,6.13,overcast clouds
594,Kruisfontein,ZA,-34.0033,24.7314,60.89,81,100,6.6,light rain
595,Nishihara,JP,26.1842,127.7558,65.48,66,0,5.75,clear sky
596,Puerto Leguizamo,CO,-0.1934,-74.7819,84.79,70,99,2.19,overcast clouds
597,Kutahya,TR,39.4242,29.9833,54.66,57,86,0.34,overcast clouds
598,Alyangula,AU,-13.8483,136.4192,75.07,88,100,5.75,overcast clouds
599,Fukue,JP,32.6881,128.8419,57.69,59,80,12.26,broken clouds
600,Miri,MY,4.4148,114.0089,77.14,94,20,0.0,few clouds
601,Nyurba,RU,63.2842,118.3319,6.08,98,78,4.23,broken clouds
602,Novoulyanovsk,RU,54.1496,48.3891,42.35,71,100,13.2,moderate rain
603,Ulagan,RU,50.6321,87.9563,32.65,76,6,3.09,clear sky
604,Kysyl-Syr,RU,63.8986,122.7617,4.71,99,96,2.98,overcast clouds
605,Cabedelo,BR,-6.9811,-34.8339,86.67,80,31,7.92,scattered clouds
606,Pasighat,IN,28.0667,95.3333,67.46,94,100,5.1,overcast clouds
607,Tilichiki,RU,60.4667,166.1,25.07,88,98,4.41,overcast clouds
608,Emerald,AU,-23.5333,148.1667,60.94,82,0,6.91,clear sky
609,Maasbree,NL,51.3575,6.0486,55.26,58,26,7.49,scattered clouds
610,Waingapu,ID,-9.6567,120.2641,79.03,87,67,5.66,light rain
611,Matagami,CA,49.7502,-77.6328,35.71,55,100,11.5,overcast clouds
612,Grong,NO,64.4654,12.3149,36.81,98,100,2.1,overcast clouds
613,Rocky Mountain House,CA,52.3668,-114.9188,33.91,47,71,6.91,broken clouds
614,Taoudenni,ML,22.6783,-3.9836,83.16,15,0,11.1,clear sky
615,Chicama,PE,-7.8447,-79.1469,64.94,63,65,10.96,broken clouds
616,Kendari,ID,-3.945,122.4989,75.79,93,78,2.13,broken clouds
617,Eyl,SO,7.9803,49.8164,81.55,76,4,9.22,clear sky
618,Baringo,KE,0.4667,35.9667,71.89,76,100,8.25,moderate rain
619,Sur,OM,22.5667,59.5289,86.94,45,0,6.29,clear sky
620,Kalabo,ZM,-14.97,22.6814,67.03,91,100,4.72,overcast clouds
621,Arrecife,ES,28.963,-13.5477,71.58,73,0,18.41,clear sky
622,Batagay-Alyta,RU,67.8006,130.4114,-10.71,99,96,5.48,overcast clouds
623,San Javier,ES,37.8063,-0.8374,73.22,55,0,5.75,clear sky
624,Prince Albert,CA,53.2001,-105.7677,30.15,37,100,6.91,overcast clouds
625,Tikhvin,RU,59.6451,33.5294,25.21,97,21,3.36,few clouds
626,El Paujil,CO,1.5701,-75.3286,80.87,83,73,3.47,light rain
627,Puerto Quijarro,BO,-17.7833,-57.7667,91.51,33,0,4.99,clear sky
628,Cherkasskoye,RU,52.4333,47.2167,49.53,73,100,6.24,overcast clouds
629,Katsuura,JP,35.1333,140.3,53.26,69,100,11.01,overcast clouds
630,Saint-Joseph,RE,-21.3667,55.6167,75.58,80,27,13.49,scattered clouds
631,Richards Bay,ZA,-28.783,32.0377,64.72,85,100,6.6,light rain
632,Severnoye,RU,56.3491,78.3619,50.63,78,100,4.23,overcast clouds
633,Nawa,IN,27.0167,75.0,82.94,10,0,7.85,clear sky
634,Zilair,RU,52.2332,57.4392,34.38,85,11,3.78,few clouds
635,Agadez,NE,19.75,10.25,85.26,10,95,14.36,overcast clouds
636,Pullman,US,46.7313,-117.1796,44.71,51,100,4.0,overcast clouds
637,San Lorenzo,PY,-25.3333,-57.5333,77.94,41,0,10.36,clear sky
638,Okhotsk,RU,59.3833,143.3,9.66,96,91,9.37,overcast clouds
639,Belaya Gora,RU,68.5333,146.4167,-3.48,100,90,2.68,overcast clouds
640,Belmonte,BR,-15.8631,-38.8828,75.92,91,100,15.41,heavy intensity rain
641,Ostersund,SE,63.1792,14.6357,39.65,75,75,11.5,broken clouds
642,Koryazhma,RU,61.3143,47.1691,22.77,98,18,2.59,few clouds
643,Kununurra,AU,-15.7667,128.7333,75.18,94,19,4.61,few clouds
644,Nicolas Bravo,MX,18.45,-88.9167,98.29,25,9,7.14,clear sky
645,Den Helder,NL,52.9599,4.7593,51.98,62,9,8.99,clear sky
646,Sakakah,SA,29.9697,40.2064,74.77,10,3,9.46,clear sky
647,Chancay,PE,-11.5714,-77.2672,68.92,77,100,9.24,overcast clouds
648,Lindi,TZ,-10.0,39.7167,73.69,97,11,3.71,few clouds
649,Imeni Babushkina,RU,59.7573,43.1285,23.63,95,16,2.44,few clouds
650,Samarinda,ID,-0.5,117.15,72.82,98,100,0.65,overcast clouds
651,Jardim,BR,-21.4803,-56.1381,80.4,51,2,3.13,clear sky
652,Beeville,US,28.4008,-97.7483,89.62,58,100,9.22,overcast clouds
653,North Bend,US,43.4065,-124.2243,51.85,85,20,16.11,few clouds
654,Doctor Arroyo,MX,23.6667,-100.1833,89.22,11,1,6.29,clear sky
655,Smithers,CA,54.7804,-127.1743,41.32,30,20,4.61,few clouds
656,Bubaque,GW,11.2833,-15.8333,75.72,73,6,23.38,clear sky
657,Altos,BR,-5.0381,-42.46,79.11,87,99,0.96,overcast clouds
658,Buraydah,SA,26.326,43.975,81.05,19,0,12.66,clear sky
659,Batemans Bay,AU,-35.7167,150.1833,59.09,87,10,4.72,clear sky
660,Carepa,CO,7.7585,-76.6525,78.58,94,75,9.22,broken clouds
661,Balykshi,KZ,47.0667,51.8667,46.4,87,34,4.47,mist
662,Korla,CN,41.7597,86.1469,50.18,14,0,2.26,clear sky
663,Seguin,US,29.5688,-97.9647,87.08,69,100,5.75,haze
664,Ballina,AU,-28.8667,153.5667,62.56,96,100,10.36,overcast clouds
665,Hay River,CA,60.8156,-115.7999,8.58,66,40,12.66,scattered clouds
666,Ussel,FR,45.55,2.3167,49.98,76,0,7.47,clear sky
667,Boyolangu,ID,-8.1181,111.8935,76.44,90,93,0.76,overcast clouds
668,Midland,US,31.9974,-102.0779,79.12,21,0,16.11,clear sky
669,Portland,US,45.5234,-122.6762,54.41,57,75,5.01,broken clouds
670,Grenaa,DK,56.4158,10.8783,44.6,74,11,7.23,few clouds
671,Nizhniy Tsasuchey,RU,50.5167,115.1333,30.42,45,85,6.87,overcast clouds
672,Izumo,JP,35.3667,132.7667,39.15,47,63,3.74,broken clouds
673,Bogorodskoye,RU,56.55,37.8833,31.46,78,93,12.21,overcast clouds
674,Baherden,TM,38.4362,57.4316,66.79,40,100,11.1,overcast clouds
675,Beatrice,US,40.2681,-96.747,51.19,29,0,6.91,clear sky
676,Ouango,CF,4.3133,22.5552,72.05,86,52,2.86,broken clouds
677,Asau,RO,46.4333,26.4,44.96,93,100,8.03,light rain
678,Stornoway,GB,58.2093,-6.3865,51.93,78,100,21.85,overcast clouds
679,Kloulklubed,PW,7.0419,134.2556,82.11,73,38,1.45,scattered clouds
680,Outjo,NA,-20.1167,16.15,69.33,35,14,8.81,few clouds
681,Nicoya,CR,10.1483,-85.452,95.49,36,100,5.5,overcast clouds
682,Otorohanga,NZ,-38.1833,175.2,44.19,81,87,4.92,overcast clouds
683,Tuatapere,NZ,-46.1333,167.6833,41.7,89,67,4.92,broken clouds
